year,hour,questionNumber,questionText,answer,reasoning
2025,19,3,"What is the performing first and last name of the dashing young pirate in new trivia times, Picture number 14?",Rick Springfield,"Question 3 of hour 19 is identified at timestamp 12:18:47. The question is repeated multiple times and the answer is given at 12:24:17 as 'Rick Springfield', confirmed again at 12:24:17. This appears to reference a picture from a trivia book or publication. --- Question clearly identified as 'question number 3 of hour 19'. Answer given as 'Rick Springfield'. The question references a picture in the New Trivia Times publication and asks for the first and last name of a performer character. --- Question 3 of hour 19 is identified at 12:18:47. The answer is given at 12:24:17: 'The answer, Rick Springfield.' --- Clearly stated as 'question number 3 of hour 19' at 12:23:47. The answer 'Rick Springfield' is explicitly given at 12:24:17. The reference to 'Recording button' and 'Picture number 14' are transcription artifacts that don't affect the question or answer."
2025,19,4,"The theme song for a comedic Western film is sung by a folk trio. The film takes place around the time Texas becomes a state. In one scene, a turkey shoot takes place. It is hosted by a saloon. What is the name of this drinking establishment?",4 Aces Saloon,"Question 4 of hour 19 is identified at timestamp 12:24:17 and repeated at 12:24:47. The question is fully stated but the transcript cuts off at 12:26:48 while still in the middle of the question period. The answer has not been provided in this transcript chunk. --- Question identified as 'question number 4 of hour 19'. Answer given as '4 Aces Saloon'. The question is about a comedic western film with specific plot details. This appears to be referencing the film 'Viva Max!' or similar. --- Question 4 of hour 19 is identified at 12:24:17, but the transcript cuts off at 12:26:48 while still in the middle of the question. The answer is not provided in this chunk. --- Question 4 of hour 19 is clearly identified at 12:23:47 and repeated multiple times. Answer is given at 12:29:48 as '4 Aces Saloon' (stated as 'four Aces Saloon'). This is a reference to the film 'Blazing Saddles'."
2025,19,5,"An extremely disagreeable small screenwriter believes the machines in his household conspire against him. For example, his TV and radio turn themselves on and his electric razor and car physically menace him. Whether in reality or in his imagination, his typewriter types a specific phrase over and over. What is that phrase?","Get out of here, Finchley","Question identified as 'question number 5 of hour 19'. Answer given as 'Get out of here, Finchley'. The description of a paranoid screenwriter with malfunctioning machines appears to reference a classic film. The specific phrase repeated by the typewriter is the answer. --- Question 5 of hour 19 is identified at 12:30:48. Answer is given at 12:36:48 as 'get out of here, Finchley'. This is from the film 'Bananas' (1971) directed by and starring Woody Allen."
2025,19,6,What is the first and last name of the sportsman who competed in professional darts corporation events and had the nickname Ace of Hearts?,Alex Roy,"Question identified as 'question number 6 of hour 19'. Answer given as 'Alex Roy' with alternatives 'Alexander Roy' or 'Al Roy' accepted. The question asks for the full name of a professional darts player with a specific nickname. --- Question 6 of hour 19 is identified at 12:37:18. Answer is given at 12:42:49 as 'Alex Roy', with the note that 'Alexander Roy' or 'Al Roy' would also be accepted. The nickname 'Ace of Hearts' is mentioned in the question."
2025,19,7,The A side of a 45 single is a palindrome recorded by a band that is a palindrome. The song performed well internationally and reached number 15 in the United States. What is the name of this hit song?,SOS,Question identified as 'question number 7 of hour 19'. Answer given as 'SOS'. The question is a wordplay riddle where both the song title and band name are palindromes. This is the famous hit 'SOS' by ABBA. --- Question 7 of hour 19 is identified at 12:43:19. Answer is given at 12:48:49 as 'SOS'. This is the famous ABBA song where both the band name and the song title are palindromes.
2025,19,8,Space Academy was established in the year 3732 as a satellite station traveling the galaxy to teach young cadets how to meet with other life forms. What is the name of the small robot that serves as Space Academy's mascot?,Peepo,Question identified as 'question number 8 of hour 19'. Answer given as 'Peepo'. This references the Saturday morning TV series 'Space Academy' which aired in the 1970s. The year given (3732) is a minor transcription artifact but the question is clearly about that show. --- Question 8 of hour 19 is identified at 12:49:19. Answer is given at 12:54:50 as 'Peepo'. This refers to the Saturday morning TV show 'Space Academy' which aired in 1977-1979.
2025,20,1,"Though they have longer designations, Catskill, Val, Aqua, and Phil are the shorthand names of four robots on the run. Phil was made out of spare parts, so later was his sister. What is the name of Phil's sister?",Sylvia,"Question identified as 'question number 1 of hour 20'. Answer given as 'Sylvia'. The question is about a group of robots with shorthand names and asks for the name of Phil's sister who was also made from spare parts. This appears to reference a sci-fi film or show. --- Question clearly identified as 'question number 1 of hour 20'. Answer given as 'Sylvia' at timestamp 13:07:51 with confirmation at 13:08:21. --- Question 1 of hour 20 is identified at 13:01:50. Answer is given at 13:07:51 as 'Sylvia'. This refers to the animated series 'WALL-E' or a similar robot-themed show. The transcription contains some errors but the question and answer are clear. --- Question clearly identified as 'question number 1 of hour 20'. Answer stated: 'The answer Sylvia. Again, the answer to number one of hour 20 is Sylvia.' This appears to be from a futuristic animated show or film."
2025,20,2,"During a show he was attending as a member of the audience at the Sahara in Las Vegas, Elvis Presley approached the stage and asked if he could read a poem he wrote in tribute to the featured performer. He did so. What is the first and last name of the performer Elvis honored?",Don Rickles,"Question identified as 'question number 2 of our 20' at multiple timestamps. Answer given as 'Don Rickles' at 13:13:21 with confirmation: 'the answer to question number 2, 20, Don Rickles'. --- Question identified as 'question number 2, 20' and 'question number 2 of our 20'. Answer confirmed: 'The answer, Don Rickles. Again, Answered to question number 2, 20, Don Rickles.' This is a factual trivia question about a famous Elvis moment."
2025,20,3,"An animated character with a shopping problem buys many items using another cartoon character's account. One of these items is a handheld game in which you can play as an elf, a fairy, or if you get to level 15, as another type of creature. What is that special creature available for play when you hit level 15?",Gribbler,"Question identified as 'question number 3 of our 20'. Answer given at 13:19:22 as 'ribbler' but corrected in confirmation at 13:19:22 as 'Gribbler' (transcription initially had 'ribbler' but context suggests 'Gribbler'). --- Question identified as 'question number 3 of our 20'. Answer given: 'The answer ribbler. Again, the answer to question number 3 of our 20 is Gribbler.' The transcription shows 'ribbler' initially but is corrected to 'Gribbler'. This appears to reference an animated show character."
2025,20,4,"Recent advertising for a line of deodorant, stick, spray, and cream asks, where does the armpit end and the body begin? What brand asks this important question?",Old Spice,"Question identified as 'question number 4 of our 20' at 13:19:52. Answer given as 'Old Spice' at 13:25:22 with confirmation: 'the answer to question number 4 of hour 20 is Old Spice'. --- Question identified as 'question number 4 of our 20' and 'question number 4 of hour 20'. Answer confirmed: 'The answer, Old Spice. Again, the answer to question number 4 of hour 20 is Old Spice.' This is a real advertising slogan."
2025,20,5,"What is the first and last name of the literary character who drives a gerbil car, which is powered by gerbils, sounds like 100 gerbils and smells like 1000 gerbils and goes so slowly?",Millicent Quib,"Question identified as 'question number 5 of our 20' at 13:26:52. Answer given at 13:33:23 as 'illicent quib' and confirmed at 13:33:23 as 'Millicent quib' (transcription error 'illicent' should be 'Millicent'). --- Question identified as 'question number 5 of our 20'. Answer given: 'the answer illicent quib. Again, the answer to question number 5 of our 20 is Millicent quib.' The transcription shows 'illicent' and 'quib' but should be 'Millicent Quib'. This is a humorous literary character reference."
